student_id,gender,age_band,ses_band,region_band,entry_score_band,international_flag
S05404,Female,<=20,Medium,Local,Medium,False
S05405,Female,26-34,Medium,Local,Low,False
S05406,Male,<=20,Medium,Local,High,False
S05407,Male,21-25,Low,Local,Medium,False
S05408,Female,<=20,High,International,Low,True
S05409,Female,<=20,Medium,Regional,Low,False
S05410,Male,<=20,Medium,Local,Low,False
S05411,Male,21-25,Low,Local,High,False
S05412,Female,21-25,Medium,Local,Medium,False
S05413,Male,26-34,High,Local,High,False
S05414,Female,<=20,Medium,Local,High,False
S05415,Female,21-25,Medium,Local,High,False
S05416,Female,21-25,Low,Regional,Medium,False
S05417,Female,<=20,Medium,Local,Medium,False
S05418,Female,<=20,High,Local,Medium,False
S05419,Male,<=20,Medium,Local,Medium,False
S05420,Female,<=20,High,Local,Medium,False
S05421,Female,<=20,High,Regional,Low,False
S05422,Female,21-25,High,Local,High,False
S05423,Non-binary,<=20,High,Local,Low,False
S05424,Female,21-25,Low,Local,Low,False
S05425,Female,26-34,High,International,Medium,True
S05426,Male,21-25,Low,Regional,Low,False
S05427,Non-binary,21-25,Low,Local,Low,False
S05428,Female,<=20,Low,Local,Low,False
S05429,Male,26-34,Medium,Local,Low,False
S05430,Male,<=20,Medium,Local,Medium,False
S05431,Male,21-25,Medium,International,Medium,True
S05432,Female,35+,Low,Local,Medium,False
S05433,Male,21-25,Medium,Regional,Medium,False
S05434,Female,21-25,Medium,Local,Medium,False
S05435,Male,<=20,Medium,Local,Medium,False
S05436,Male,<=20,Low,International,Low,True
S05437,Female,21-25,Low,Local,Low,False
S05438,Male,<=20,Low,Local,High,False
S05439,Female,21-25,Medium,International,Medium,True
S05440,Male,<=20,Medium,International,Low,True
S05441,Female,26-34,Medium,Regional,High,False
S05442,Female,<=20,Medium,Regional,Medium,False
S05443,Female,<=20,Medium,Regional,Low,False
S05444,Male,21-25,Medium,Local,High,False
S05445,Female,<=20,High,Regional,Medium,False
S05446,Female,<=20,Low,International,High,True
S05447,Female,<=20,High,Local,Low,False
S05448,Male,<=20,Medium,Local,Low,False
S05449,Male,<=20,Low,Local,Medium,False
S05450,Female,<=20,High,Regional,Low,False
S05451,Female,21-25,Medium,Local,Low,False
S05452,Female,<=20,Medium,Regional,Medium,False
S05453,Female,35+,Medium,Local,Low,False
S05454,Female,<=20,Medium,Local,High,False
S05455,Male,<=20,Low,Local,Medium,False
S05456,Female,<=20,Low,Local,High,False
S05457,Female,26-34,High,Local,Medium,False
S05458,Female,<=20,High,Local,Medium,False
S05459,Non-binary,21-25,Low,Local,Medium,False
S05460,Male,<=20,Medium,Local,Medium,False
S05461,Male,<=20,Medium,Local,Medium,False
S05462,Female,21-25,Low,Local,Low,False
S05463,Female,<=20,Medium,International,Low,True
S05464,Female,<=20,Medium,Regional,Low,False
S05465,Female,21-25,Medium,Regional,Medium,False
S05466,Male,21-25,High,Local,Medium,False
S05467,Male,26-34,Low,Local,Low,False
S05468,Male,21-25,Medium,Local,Medium,False
S05469,Male,21-25,Medium,Regional,High,False
S05470,Female,21-25,Medium,Local,Medium,False
S05471,Male,<=20,Low,Regional,High,False
S05472,Female,21-25,Medium,Local,High,False
S05473,Female,21-25,High,Local,Low,False
S05474,Male,<=20,Medium,Local,High,False
S05475,Female,<=20,Medium,Regional,Low,False
S05476,Female,<=20,High,Local,High,False
S05477,Female,21-25,Low,Local,Medium,False
S05478,Male,<=20,High,International,Medium,True
S05479,Male,35+,Medium,Regional,Medium,False
S05480,Female,<=20,Low,Local,High,False
S05481,Male,21-25,Low,Local,Medium,False
S05482,Female,<=20,Low,Local,Medium,False
S05483,Female,21-25,Low,Local,Low,False
S05484,Male,21-25,Medium,Regional,Medium,False
S05485,Male,21-25,Low,Local,Low,False
S05486,Non-binary,21-25,High,Regional,Medium,False
S05487,Female,26-34,Medium,Local,Medium,False
S05488,Male,<=20,Medium,Local,Medium,False
S05489,Male,<=20,Medium,International,Medium,True
S05490,Male,21-25,Medium,Local,Medium,False
S05491,Female,<=20,Medium,Regional,High,False
S05492,Male,<=20,Low,Regional,Medium,False
S05493,Male,21-25,High,Local,High,False
S05494,Female,<=20,Medium,Local,High,False
S05495,Female,<=20,Low,Local,High,False
S05496,Female,21-25,Medium,International,High,True
S05497,Male,<=20,Medium,Local,Medium,False
S05498,Male,<=20,Low,Local,Low,False
S05499,Male,<=20,High,Local,Medium,False
S05500,Male,26-34,Medium,Local,Medium,False
S05501,Male,35+,Medium,Local,High,False
S05502,Female,21-25,Medium,Local,Medium,False
S05503,Female,<=20,High,International,Medium,True
S05504,Male,26-34,Low,Local,Medium,False
S05505,Female,21-25,Medium,Local,Medium,False
S05506,Female,21-25,Medium,Regional,Low,False
S05507,Male,21-25,Medium,Regional,Medium,False
S05508,Female,<=20,Low,Local,Low,False
S05509,Female,<=20,Low,Local,Low,False
S05510,Female,<=20,High,Local,Medium,False
S05511,Female,<=20,Medium,Local,Medium,False
S05512,Male,21-25,Medium,Regional,Medium,False
S05513,Male,26-34,Medium,Local,High,False
S05514,Male,21-25,Medium,Regional,Low,False
S05515,Female,<=20,Low,Local,Medium,False
S05516,Male,<=20,Low,Regional,Medium,False
S05517,Male,<=20,High,Local,High,False
S05518,Male,<=20,Medium,International,Medium,True
S05519,Female,<=20,Medium,Local,Low,False
S05520,Male,21-25,High,Regional,Medium,False
S05521,Male,<=20,Medium,Local,High,False
S05522,Male,35+,Low,Local,Medium,False
S05523,Male,<=20,Low,Regional,Low,False
S05524,Female,21-25,Medium,Local,Medium,False
S05525,Male,<=20,High,Local,Low,False
S05526,Female,<=20,Low,Regional,Medium,False
S05527,Male,21-25,Low,Regional,Low,False
S05528,Female,21-25,High,Local,Low,False
S05529,Female,<=20,Low,Local,Medium,False
S05530,Female,<=20,Medium,Local,Low,False
S05531,Male,<=20,Low,International,Low,True
S05532,Female,21-25,Medium,Local,High,False
S05533,Male,26-34,Medium,Regional,Low,False
S05534,Male,<=20,Low,Local,Medium,False
S05535,Female,<=20,Medium,Local,High,False
S05536,Female,26-34,Medium,Local,Low,False
S05537,Female,<=20,Medium,Regional,Low,False
S05538,Male,21-25,Medium,Local,Medium,False
S05539,Male,<=20,Medium,Local,Medium,False
S05540,Female,21-25,Medium,Local,Medium,False
S05541,Female,<=20,Medium,Local,High,False
S05542,Male,<=20,Medium,Local,Low,False
S05543,Male,<=20,Medium,Local,Medium,False
S05544,Male,21-25,Medium,Regional,High,False
S05545,Male,21-25,Low,Local,Low,False
S05546,Female,21-25,Low,Local,Low,False
S05547,Female,21-25,Low,International,Medium,True
S05548,Female,<=20,High,Local,High,False
S05549,Female,<=20,Medium,International,Low,True
S05550,Female,21-25,Medium,Local,Medium,False
S05551,Female,<=20,Low,Local,Low,False
S05552,Female,<=20,Low,Local,Medium,False
S05553,Male,<=20,High,Local,Low,False
S05554,Male,<=20,High,Local,Medium,False
S05555,Male,<=20,Low,Local,Medium,False
S05556,Male,21-25,Medium,Regional,High,False
S05557,Female,26-34,Medium,Local,High,False
S05558,Male,26-34,Medium,Local,High,False
S05559,Female,26-34,Medium,Local,Low,False
S05560,Male,26-34,Medium,Regional,Low,False
S05561,Female,<=20,Medium,Local,Medium,False
S05562,Prefer not to say,<=20,Low,Local,Medium,False
S05563,Female,21-25,Medium,Regional,Medium,False
S05564,Female,<=20,Medium,International,Low,True
S05565,Male,<=20,Medium,Local,Medium,False
S05566,Female,<=20,Medium,International,Low,True
S05567,Male,<=20,Low,Local,Medium,False
S05568,Male,<=20,Medium,International,Low,True
S05569,Male,<=20,Medium,Local,High,False
S05570,Non-binary,<=20,Medium,Regional,Low,False
S05571,Non-binary,26-34,Medium,Regional,High,False
S05572,Female,21-25,Medium,Local,High,False
S05573,Male,26-34,Low,Local,Medium,False
S05574,Male,<=20,Medium,Local,High,False
S05575,Male,<=20,Low,Local,Low,False
S05576,Female,21-25,Low,Local,Medium,False
S05577,Male,<=20,Low,International,High,True
S05578,Non-binary,21-25,Low,Local,Low,False
S05579,Male,21-25,Medium,Local,Medium,False
S05580,Female,21-25,High,Local,Medium,False
S05581,Female,26-34,Low,Local,Medium,False
S05582,Female,<=20,High,Local,High,False
S05583,Male,<=20,Low,Local,Medium,False
S05584,Male,21-25,Medium,Regional,Low,False
S05585,Female,<=20,Medium,Regional,High,False
S05586,Female,<=20,High,Regional,Low,False
S05587,Female,<=20,Low,Regional,High,False
S05588,Female,<=20,Medium,Local,High,False
S05589,Male,<=20,Low,Regional,High,False
S05590,Male,<=20,Medium,Local,Medium,False
S05591,Female,21-25,High,Local,Medium,False
S05592,Male,21-25,Medium,Local,Medium,False
S05593,Female,21-25,Medium,Local,Medium,False
S05594,Non-binary,21-25,Medium,Local,Medium,False
S05595,Female,<=20,High,Local,Medium,False
S05596,Female,<=20,Medium,Local,Medium,False
S05597,Female,<=20,Low,Local,Medium,False
S05598,Male,21-25,High,Regional,Medium,False
S05599,Male,21-25,Low,Local,Medium,False
S05600,Male,<=20,Low,International,Medium,True
S05601,Female,<=20,Low,Local,Medium,False
S05602,Female,35+,Medium,Regional,Low,False
S05603,Female,21-25,Medium,Regional,Medium,False
S05604,Male,21-25,Low,International,Medium,True
S05605,Female,<=20,Medium,Local,Medium,False
S05606,Male,<=20,Medium,Local,Low,False
S05607,Male,21-25,High,Local,Medium,False
S05608,Male,21-25,Medium,Local,Low,False
S05609,Female,21-25,Medium,Local,Medium,False
S05610,Female,21-25,Medium,Regional,Medium,False
S05611,Female,21-25,Low,Local,Low,False
S05612,Male,21-25,Medium,Local,Medium,False
S05613,Male,<=20,Medium,Local,High,False
S05614,Female,<=20,Low,Local,Medium,False
S05615,Female,26-34,Low,International,Medium,True
S05616,Male,<=20,Medium,Regional,Medium,False
S05617,Male,<=20,Low,Local,Low,False
S05618,Female,21-25,Low,Local,Medium,False
S05619,Male,35+,Medium,International,Medium,True
S05620,Female,<=20,Medium,Local,Low,False
S05621,Female,<=20,High,Local,Low,False
S05622,Male,21-25,Medium,International,Medium,True
S05623,Male,21-25,Medium,Local,Medium,False
S05624,Male,21-25,Medium,Local,High,False
S05625,Female,<=20,Low,Local,Medium,False
S05626,Male,<=20,Low,International,Medium,True
S05627,Female,21-25,Medium,Local,Medium,False
S05628,Female,26-34,Medium,Local,Medium,False
S05629,Male,26-34,Medium,Regional,Medium,False
S05630,Female,<=20,Medium,Regional,Medium,False
S05631,Male,<=20,Low,Local,Medium,False
S05632,Male,<=20,Medium,Local,Medium,False
S05633,Female,35+,Medium,Local,Medium,False
S05634,Female,21-25,Medium,Local,Medium,False
S05635,Female,<=20,Medium,Local,Low,False
S05636,Female,<=20,High,Regional,Low,False
S05637,Male,21-25,High,Local,High,False
S05638,Male,<=20,High,Local,Low,False
S05639,Female,21-25,Low,Local,Low,False
S05640,Female,21-25,Low,Local,Medium,False
S05641,Male,<=20,Low,Regional,Medium,False
S05642,Male,<=20,Low,Regional,Medium,False
S05643,Female,26-34,Medium,Regional,Medium,False
S05644,Female,<=20,Medium,Local,High,False
S05645,Male,<=20,Medium,Regional,Low,False
S05646,Female,26-34,High,Local,Medium,False
S05647,Female,21-25,High,Local,Medium,False
S05648,Male,21-25,Low,Local,Low,False
S05649,Male,<=20,High,Local,Medium,False
S05650,Male,<=20,Medium,Local,Medium,False
S05651,Male,<=20,Medium,Local,Medium,False
S05652,Male,<=20,Medium,Local,High,False
S05653,Female,21-25,Low,Local,Medium,False
S05654,Female,<=20,High,Regional,Medium,False
S05655,Female,21-25,Medium,Local,High,False
S05656,Female,<=20,High,International,Medium,True
S05657,Male,<=20,High,Local,Medium,False
S05658,Male,35+,Medium,Local,Medium,False
S05659,Male,<=20,Low,Local,Medium,False
S05660,Male,<=20,Low,Local,Medium,False
S05661,Female,<=20,Medium,Regional,Low,False
S05662,Female,<=20,Low,Local,High,False
S05663,Male,<=20,High,Local,Medium,False
S05664,Male,<=20,Low,Local,Medium,False
S05665,Male,21-25,High,Local,Low,False
S05666,Male,21-25,Medium,Local,Medium,False
S05667,Male,<=20,Low,Local,High,False
S05668,Male,<=20,Medium,Local,High,False
S05669,Female,21-25,Medium,Regional,Medium,False
S05670,Male,<=20,Medium,Regional,Medium,False
S05671,Male,21-25,Medium,Local,Medium,False
S05672,Female,21-25,Low,Local,Low,False
S05673,Male,<=20,Medium,Regional,Medium,False
S05674,Female,21-25,Medium,Regional,Medium,False
S05675,Male,26-34,Medium,Local,High,False
S05676,Female,21-25,High,Local,Medium,False
S05677,Male,<=20,Low,Local,Medium,False
S05678,Female,21-25,Low,Local,High,False
S05679,Male,26-34,Medium,Local,Medium,False
S05680,Female,<=20,High,Local,Medium,False
S05681,Female,21-25,Medium,Regional,Medium,False
S05682,Male,<=20,Low,Local,Medium,False
S05683,Male,<=20,Low,Local,Medium,False
S05684,Female,21-25,Low,Local,Medium,False
S05685,Female,21-25,Medium,Regional,Medium,False
S05686,Male,21-25,Medium,Local,High,False
S05687,Male,26-34,Medium,Local,Medium,False
S05688,Male,<=20,Low,Local,Low,False
S05689,Female,<=20,Low,Local,Medium,False
S05690,Male,26-34,Medium,Local,Medium,False
S05691,Female,<=20,High,Local,Medium,False
S05692,Female,21-25,Medium,Local,Medium,False
S05693,Male,<=20,High,Local,Medium,False
S05694,Male,<=20,Medium,Local,High,False
S05695,Male,<=20,Low,Local,Medium,False
S05696,Female,<=20,Low,Local,Medium,False
S05697,Female,26-34,Medium,Local,High,False
S05698,Female,21-25,Medium,Regional,Low,False
S05699,Non-binary,21-25,Medium,Regional,Low,False
S05700,Female,<=20,Medium,International,High,True
S05701,Female,<=20,Medium,Local,Low,False
S05702,Female,<=20,Low,Local,Low,False
S05703,Male,<=20,High,Local,Medium,False
S05704,Female,<=20,Medium,Local,Low,False
S05705,Male,<=20,Medium,Local,Medium,False
S05706,Female,<=20,Medium,Local,Medium,False
S05707,Male,<=20,Medium,Local,Medium,False
S05708,Female,<=20,Low,Local,Medium,False
S05709,Male,21-25,Medium,International,High,True
S05710,Male,<=20,Medium,Local,Medium,False
S05711,Female,<=20,Medium,Local,Medium,False
S05712,Male,26-34,Low,Local,High,False
S05713,Female,<=20,Low,Regional,Medium,False
S05714,Male,26-34,Low,Regional,Low,False
S05715,Male,<=20,Medium,Local,Low,False
S05716,Female,26-34,High,Local,High,False
S05717,Female,<=20,Low,Regional,Medium,False
S05718,Female,21-25,Medium,Local,High,False
S05719,Female,<=20,Medium,International,Medium,True
S05720,Female,21-25,Medium,Local,Medium,False
S05721,Female,<=20,Low,Local,Low,False
S05722,Female,<=20,Low,Regional,High,False
S05723,Male,21-25,Low,Local,Medium,False
S05724,Female,<=20,High,Local,Medium,False
S05725,Female,26-34,Medium,Local,Medium,False
S05726,Male,<=20,Low,Regional,Low,False
S05727,Female,<=20,Low,Local,Medium,False
S05728,Female,21-25,Low,Local,Medium,False
S05729,Female,<=20,Low,Local,Low,False
S05730,Male,<=20,Medium,Regional,Low,False
S05731,Male,21-25,Medium,Local,Medium,False
S05732,Female,21-25,Medium,Local,Medium,False
S05733,Male,26-34,Medium,Local,Low,False
S05734,Male,<=20,Medium,Regional,Low,False
S05735,Male,<=20,Low,Regional,High,False
S05736,Male,<=20,Medium,Local,Low,False
S05737,Male,<=20,Medium,Regional,Low,False
S05738,Female,21-25,Low,Local,Medium,False
S05739,Female,<=20,Medium,Local,Low,False
S05740,Female,<=20,High,Regional,Medium,False
S05741,Male,<=20,Low,Local,High,False
S05742,Male,21-25,High,Local,Medium,False
S05743,Male,26-34,Low,International,Medium,True
S05744,Prefer not to say,21-25,Medium,Local,High,False
S05745,Female,<=20,Medium,Local,Low,False
S05746,Male,21-25,Medium,Regional,Medium,False
S05747,Male,21-25,Low,Local,Medium,False
S05748,Non-binary,<=20,Medium,Local,Medium,False
S05749,Non-binary,<=20,High,Local,Medium,False
S05750,Male,<=20,Low,Local,Medium,False
S05751,Female,<=20,High,Regional,Medium,False
S05752,Male,21-25,Medium,Local,Low,False
S05753,Female,<=20,High,Local,Low,False
S05754,Male,<=20,Low,Regional,Medium,False
S05755,Male,26-34,Medium,Local,Low,False
S05756,Female,21-25,Low,Local,Medium,False
S05757,Male,21-25,High,Regional,Medium,False
S05758,Female,<=20,Medium,Regional,Medium,False
S05759,Female,<=20,Medium,Local,Medium,False
S05760,Female,<=20,Low,Local,Medium,False
S05761,Male,<=20,High,Local,High,False
S05762,Male,<=20,Medium,Local,High,False
S05763,Male,21-25,Medium,Local,Medium,False
S05764,Female,<=20,Medium,Regional,Low,False
S05765,Male,<=20,High,Local,Medium,False
S05766,Male,<=20,Medium,International,Medium,True
S05767,Female,21-25,Low,Regional,High,False
S05768,Female,21-25,High,Local,Medium,False
S05769,Female,21-25,Medium,Local,Medium,False
S05770,Male,<=20,Medium,Regional,Medium,False
S05771,Male,<=20,Low,Regional,Medium,False
S05772,Male,<=20,High,International,Medium,True
S05773,Female,<=20,Low,Local,Low,False
S05774,Male,26-34,Medium,Local,Low,False
S05775,Female,35+,High,International,Medium,True
S05776,Female,21-25,Low,Local,High,False
S05777,Male,26-34,High,Regional,Medium,False
S05778,Female,21-25,Medium,Local,Medium,False
S05779,Male,<=20,Medium,Regional,Medium,False
S05780,Female,35+,Medium,Local,Medium,False
S05781,Male,<=20,Medium,Regional,Low,False
S05782,Female,21-25,Low,Local,Medium,False
S05783,Male,<=20,Low,International,Medium,True
S05784,Female,<=20,High,Local,Medium,False
S05785,Female,21-25,Low,Local,Low,False
S05786,Male,<=20,High,Local,Medium,False
S05787,Female,<=20,Low,Regional,Low,False
S05788,Male,<=20,Medium,Local,Medium,False
S05789,Prefer not to say,<=20,High,Local,Medium,False
S05790,Female,35+,Low,Local,Medium,False
S05791,Female,21-25,High,Local,Low,False
S05792,Male,<=20,Medium,Local,High,False
S05793,Male,<=20,Medium,Local,Medium,False
S05794,Male,21-25,Medium,Regional,Medium,False
S05795,Male,<=20,Medium,Local,Medium,False
S05796,Male,<=20,Medium,Local,Medium,False
S05797,Female,<=20,Medium,Regional,Medium,False
S05798,Non-binary,26-34,Medium,International,High,True
S05799,Male,<=20,Low,Regional,High,False
S05800,Female,<=20,High,Local,Medium,False
S05801,Female,<=20,High,Local,Medium,False
S05802,Female,<=20,Medium,Local,Low,False
S05803,Female,21-25,Medium,Local,Low,False
S05804,Male,<=20,Medium,Local,Medium,False
S05805,Female,<=20,Medium,Regional,High,False
S05806,Female,<=20,Medium,Local,Medium,False
S05807,Female,<=20,High,Local,Medium,False
S05808,Non-binary,21-25,Low,Local,Low,False
S05809,Male,26-34,Medium,Local,Medium,False
S05810,Female,<=20,High,Local,Medium,False
S05811,Female,<=20,Medium,Local,Medium,False
S05812,Non-binary,<=20,High,Local,Low,False
S05813,Male,21-25,Medium,Local,Medium,False
S05814,Female,21-25,Low,Regional,High,False
S05815,Female,<=20,High,Regional,High,False
S05816,Female,21-25,Medium,Regional,High,False
S05817,Female,21-25,Medium,Local,Medium,False
S05818,Male,26-34,Low,Regional,High,False
S05819,Male,<=20,Medium,Local,High,False
S05820,Male,<=20,Medium,Regional,High,False
S05821,Male,<=20,Low,Local,High,False
S05822,Female,26-34,Medium,Local,High,False
S05823,Male,21-25,Medium,Local,Low,False
S05824,Male,21-25,Low,Local,Low,False
S05825,Female,<=20,Medium,Local,Medium,False
S05826,Female,<=20,Medium,International,Medium,True
S05827,Male,<=20,Low,Local,Medium,False
S05828,Female,21-25,Medium,Local,Medium,False
S05829,Female,<=20,Medium,Local,Low,False
S05830,Male,<=20,Low,Local,Low,False
S05831,Prefer not to say,21-25,Medium,Regional,Medium,False
S05832,Female,<=20,Medium,Local,Low,False
S05833,Male,<=20,High,Regional,Medium,False
S05834,Female,<=20,Low,Local,High,False
S05835,Male,21-25,Medium,International,Medium,True
S05836,Male,21-25,Low,Local,Medium,False
S05837,Male,26-34,Medium,International,Low,True
S05838,Female,<=20,Medium,Local,Medium,False
S05839,Male,26-34,Medium,Regional,High,False
S05840,Male,26-34,Medium,Local,Medium,False
S05841,Female,21-25,High,Local,Low,False
S05842,Female,26-34,Medium,Local,High,False
S05843,Female,<=20,High,Local,High,False
S05844,Female,<=20,Low,Local,Medium,False
S05845,Male,<=20,Medium,Local,Low,False
S05846,Female,21-25,Medium,Local,Medium,False
S05847,Female,21-25,Medium,Regional,Low,False
S05848,Male,21-25,Low,International,High,True
S05849,Female,<=20,High,Local,High,False
S05850,Male,<=20,Low,Local,Medium,False
S05851,Female,<=20,Low,Local,Medium,False
S05852,Male,21-25,Medium,Regional,Medium,False
S05853,Male,<=20,Medium,International,Medium,True
S05854,Male,26-34,Medium,International,Medium,True
S05855,Female,<=20,Medium,International,High,True
S05856,Male,<=20,Medium,Regional,High,False
S05857,Female,26-34,Medium,International,Low,True
S05858,Female,<=20,Medium,Local,Medium,False
S05859,Female,<=20,High,International,Medium,True
S05860,Male,<=20,High,Regional,Medium,False
S05861,Female,<=20,Medium,Local,Medium,False
S05862,Male,35+,Low,Local,Medium,False
S05863,Female,21-25,High,Local,Medium,False
S05864,Female,<=20,Low,Regional,Medium,False
S05865,Male,21-25,Low,Local,Medium,False
S05866,Female,<=20,Low,Local,High,False
S05867,Male,21-25,Low,Regional,Low,False
S05868,Female,26-34,High,Local,Low,False
S05869,Male,26-34,Medium,Regional,Low,False
S05870,Male,<=20,High,Regional,Low,False
S05871,Female,<=20,Low,International,Medium,True
S05872,Female,<=20,Medium,Local,Medium,False
S05873,Male,21-25,High,International,Medium,True
S05874,Male,<=20,High,Local,Low,False
S05875,Female,<=20,Medium,Local,Low,False
S05876,Female,26-34,Low,Local,Medium,False
S05877,Male,<=20,Medium,Local,Medium,False
S05878,Male,<=20,Medium,International,Medium,True
S05879,Female,<=20,Medium,Local,Low,False
S05880,Female,<=20,Medium,International,Low,True
S05881,Female,<=20,Medium,Local,Low,False
S05882,Male,<=20,Medium,Local,Low,False
S05883,Female,<=20,Medium,Local,Medium,False
S05884,Prefer not to say,<=20,Low,Local,Medium,False
S05885,Female,21-25,Medium,International,Low,True
S05886,Female,<=20,Medium,Regional,Medium,False
S05887,Male,21-25,Low,Local,Medium,False
S05888,Male,<=20,Medium,Regional,Medium,False
S05889,Male,<=20,Low,Local,Low,False
S05890,Female,26-34,Medium,Local,Medium,False
S05891,Male,<=20,High,Local,Medium,False
S05892,Male,<=20,Low,Local,Medium,False
S05893,Male,26-34,Medium,International,Medium,True
S05894,Female,21-25,Medium,Local,Low,False
S05895,Female,<=20,Low,Local,Medium,False
S05896,Female,<=20,High,Local,Medium,False
S05897,Male,21-25,Medium,Local,Low,False
S05898,Female,26-34,High,Local,Medium,False
S05899,Male,<=20,Low,Local,High,False
S05900,Male,<=20,Low,Regional,Medium,False
S05901,Male,<=20,Medium,Local,Medium,False
S05902,Male,<=20,Medium,Local,Medium,False
S05903,Female,<=20,High,Local,Low,False
S05904,Female,<=20,Low,Local,Medium,False
S05905,Female,<=20,Medium,Regional,Medium,False
S05906,Male,<=20,Low,Local,High,False
S05907,Female,26-34,High,Local,Medium,False
S05908,Male,<=20,Medium,Local,Medium,False
S05909,Female,<=20,Medium,International,Medium,True
S05910,Female,<=20,Low,Regional,High,False
S05911,Female,26-34,Medium,Local,Medium,False
S05912,Male,21-25,Low,Local,Low,False
S05913,Male,21-25,Low,Local,High,False
S05914,Female,<=20,Medium,Regional,Low,False
S05915,Male,21-25,High,Local,Low,False
S05916,Female,<=20,High,Local,Medium,False
S05917,Non-binary,<=20,Medium,Local,Medium,False
S05918,Male,21-25,Medium,Local,Medium,False
S05919,Female,21-25,High,Local,Medium,False
S05920,Male,21-25,Medium,Local,Low,False
S05921,Female,26-34,Medium,Local,Medium,False
S05922,Male,26-34,High,Local,Medium,False
S05923,Female,<=20,Low,Local,High,False
S05924,Male,<=20,Low,Local,Medium,False
S05925,Female,<=20,Medium,Local,Low,False
S05926,Male,26-34,Low,International,Medium,True
S05927,Male,<=20,Medium,Local,Low,False
S05928,Male,26-34,Medium,Local,Low,False
S05929,Male,<=20,Medium,Regional,Medium,False
S05930,Male,<=20,High,Local,Medium,False
S05931,Female,<=20,Low,Local,Medium,False
S05932,Female,<=20,Medium,Local,Medium,False
S05933,Female,26-34,Low,Local,Medium,False
S05934,Non-binary,<=20,Medium,Local,Low,False
S05935,Female,<=20,Medium,Local,Medium,False
S05936,Male,<=20,Medium,Regional,Low,False
S05937,Male,<=20,Low,Regional,High,False
S05938,Female,<=20,Medium,Local,Medium,False
S05939,Female,<=20,Medium,Regional,Medium,False
S05940,Female,26-34,Low,Local,Low,False
S05941,Female,<=20,Medium,Regional,Low,False
S05942,Female,<=20,Medium,Local,High,False
S05943,Female,21-25,High,Regional,High,False
S05944,Male,<=20,High,Local,Low,False
S05945,Male,<=20,Medium,Local,High,False
S05946,Female,<=20,High,Local,Medium,False
S05947,Female,<=20,Medium,Regional,Low,False
S05948,Female,21-25,High,Local,Low,False
S05949,Male,<=20,Low,Local,Medium,False
S05950,Male,21-25,Medium,Local,Medium,False
S05951,Female,26-34,Medium,Local,High,False
S05952,Female,<=20,Medium,Regional,Low,False
S05953,Male,<=20,Low,International,Medium,True
S05954,Male,<=20,Medium,Regional,Low,False
S05955,Female,<=20,Medium,Regional,Low,False
S05956,Male,21-25,Low,Local,Low,False
S05957,Female,21-25,Medium,Local,High,False
S05958,Female,<=20,Medium,Local,Medium,False
S05959,Male,<=20,High,International,Low,True
S05960,Male,<=20,Medium,Regional,Medium,False
S05961,Female,21-25,High,Local,Medium,False
S05962,Male,21-25,High,Local,Medium,False
S05963,Female,21-25,Medium,Local,High,False
S05964,Male,<=20,Medium,Local,High,False
S05965,Female,21-25,Low,Regional,Medium,False
S05966,Male,<=20,High,Local,Medium,False
S05967,Male,<=20,Low,Regional,Medium,False
S05968,Female,<=20,Medium,International,Medium,True
S05969,Male,<=20,Medium,Regional,Medium,False
S05970,Male,21-25,High,International,Low,True
S05971,Male,26-34,Medium,Local,High,False
S05972,Female,<=20,High,International,Medium,True
S05973,Male,26-34,Low,Local,Low,False
S05974,Male,<=20,Low,Regional,Medium,False
S05975,Female,21-25,Medium,Local,Medium,False
S05976,Male,26-34,High,Local,High,False
S05977,Female,<=20,Medium,Local,Medium,False
S05978,Female,21-25,High,Local,Medium,False
S05979,Male,<=20,Medium,International,Low,True
S05980,Male,<=20,Medium,Regional,Medium,False
S05981,Male,21-25,Medium,Local,Medium,False
S05982,Female,26-34,Medium,Local,Low,False
S05983,Male,26-34,Low,Regional,Medium,False
S05984,Female,21-25,High,Local,Medium,False
S05985,Female,<=20,High,Regional,High,False
S05986,Female,<=20,Medium,Local,Medium,False
S05987,Male,35+,Low,Local,Medium,False
S05988,Male,<=20,Low,International,High,True
S05989,Male,21-25,High,Local,High,False
S05990,Male,<=20,Low,Local,Medium,False
S05991,Female,21-25,High,International,Medium,True
S05992,Male,<=20,Medium,International,High,True
S05993,Female,35+,Medium,International,Medium,True
S05994,Male,21-25,High,Local,Medium,False
S05995,Female,26-34,Low,Local,Low,False
S05996,Male,<=20,Medium,Local,Medium,False
S05997,Male,21-25,High,Local,Medium,False
S05998,Male,21-25,Medium,Regional,Low,False
S05999,Female,21-25,Medium,Local,High,False
S06000,Female,26-34,Medium,Local,Medium,False
S06001,Male,<=20,Low,International,Medium,True
S06002,Female,<=20,Low,International,Medium,True
S06003,Male,<=20,Medium,Local,Low,False
S06004,Male,<=20,Medium,Local,Low,False
S06005,Female,35+,Medium,Regional,Medium,False
S06006,Male,<=20,Medium,Local,Low,False
S06007,Male,<=20,Low,Regional,Medium,False
S06008,Female,<=20,Medium,Regional,High,False
S06009,Male,<=20,Low,Local,Low,False
S06010,Female,<=20,Low,Local,Low,False
S06011,Male,<=20,Medium,Local,High,False
S06012,Male,<=20,High,Regional,Medium,False
S06013,Non-binary,<=20,Low,Local,Low,False
